id,success,,in_const,,arg,,iter
1,9.293619791666666,100.0,0.27109424866230625,87.4
1,73.8916015625,100.0,0.07364670874060539,86.71666666666667
1,79.86490885416667,100.0,0.03583906954989103,86.41666666666667
2,1.9697265625,100.0,0.3519930138046014,86.32
2,31.50341796875,100.0,0.19192615966411075,86.165
2,82.49267578125,100.0,0.02193379680669478,85.87
2,84.80615234375,100.0,0.027154149859561834,86.44
3,0.3889973958333333,100.0,0.3555511756705802,87.1
3,9.6728515625,100.0,0.2177633216214857,88.38333333333334
3,49.363606770833336,100.0,0.09103172259989407,86.55
3,58.88671875,100.0,0.06663286494173074,87.55
3,51.4599609375,100.0,0.06207144614846241,90.2
4,0.060221354166666664,100.0,0.4009219221279609,86.15
4,1.6634114583333333,100.0,0.30578475615991196,85.21666666666667
4,22.483723958333332,100.0,0.17099985799156295,84.96666666666667
4,60.930989583333336,100.0,0.0638485323292605,87.03333333333333
4,53.317057291666664,100.0,0.0573356395428852,87.08333333333333
4,62.472330729166664,100.0,0.03934221077195133,89.03333333333333